species,sex,beak_length,beak_depth,tarsus_length,wing_length,tail_length
Malurus melanocephalus,M,,3.0,20.5,41.7,54.1
Malurus melanocephalus,M,,2.9,22.2,41.0,50.2
Malurus melanocephalus,M,,3.1,22.0,40.8,52.8
Malurus melanocephalus,M,,2.9,20.9,40.1,49.0
Malurus melanocephalus,M,,2.8,21.9,41.9,58.9
Malurus melanocephalus,M,,2.8,21.7,41.5,55.0
Malurus melanocephalus,M,,2.9,22.1,39.1,57.2
Malurus melanocephalus,M,,3.2,22.0,42.2,50.8
Malurus melanocephalus,M,,2.8,23.2,40.1,50.6
Malurus melanocephalus,M,,3.1,23.4,43.6,49.7
Malurus melanocephalus,M,,3.0,22.4,40.4,49.2
Malurus melanocephalus,M,,3.0,21.9,41.1,52.2
Malurus melanocephalus,M,,3.0,22.0,40.4,52.4
Malurus melanocephalus,M,,2.9,21.9,41.4,48.6
Malurus melanocephalus,M,,3.2,21.5,44.8,56.0
Malurus melanocephalus,M,,3.0,20.6,40.0,53.1
Malurus melanocephalus,M,,3.0,21.6,40.3,56.1
Malurus melanocephalus,M,,2.9,22.8,42.4,52.0
Malurus melanocephalus,M,,3.1,22.1,42.0,58.1
Malurus melanocephalus,M,,3.0,21.9,41.4,58.2
Malurus melanocephalus,M,,3.1,22.5,43.2,54.0
Malurus melanocephalus,M,,2.8,21.7,41.6,50.4
Malurus melanocephalus,M,10.6,2.4,,41.0,37.5
Malurus melanocephalus,M,11.1,2.9,,43.0,42.5
Malurus melanocephalus,M,10.6,2.9,,,54.5
Malurus melanocephalus,M,10.9,2.8,,40.0,44.5
Malurus melanocephalus,F,11.2,2.5,,43.0,60.5
Malurus melanocephalus,F,,2.6,,41.0,58.5
Malurus melanocephalus,F,10.3,2.6,,44.0,57.5
Malurus melanocephalus,M,,2.5,,42.0,47.5
Mionectes oleagineus,M,15.5,,13.5,63.5,47.5
Mionectes oleagineus,M,15.9,,13.1,62.5,49.0
Mionectes oleagineus,F,15.9,,13.2,63.0,48.0
Mionectes oleagineus,F,16.7,,15.1,57.0,43.5
Mionectes oleagineus,F,,3.4,16.6,56.0,52.0
Mionectes oleagineus,F,12.5,4.1,14.3,61.1,46.1
Mionectes oleagineus,M,12.2,3.6,14.2,64.5,49.6
Mionectes oleagineus,U,13.1,3.8,13.5,63.3,48.1
Mionectes oleagineus,U,12.5,3.9,15.7,63.6,47.7
Mionectes oleagineus,U,13.4,,14.8,65.0,48.2
Mionectes oleagineus,U,13.1,3.8,13.5,60.7,43.9
Mionectes oleagineus,U,12.7,4.2,13.2,60.5,46.6
Mionectes oleagineus,U,12.1,4.6,13.9,66.5,51.5
Mionectes oleagineus,M,11.1,3.5,13.9,63.0,45.4
Mionectes oleagineus,M,,3.2,14.6,62.0,52.0
Mionectes oleagineus,M,12.8,3.8,13.3,64.4,51.7
Mionectes oleagineus,U,12.5,4.2,14.4,61.8,48.1
Mionectes oleagineus,M,11.3,3.6,13.5,64.9,50.4
Mionectes oleagineus,M,12.8,3.6,13.7,66.3,53.1
Mionectes oleagineus,F,,3.4,16.4,60.0,59.0
Mionectes oleagineus,M,,3.4,15.8,66.0,62.0
Mionectes oleagineus,M,13.1,3.8,13.2,60.5,46.8
Mionectes oleagineus,M,11.4,3.6,14.0,63.5,50.0
Mionectes oleagineus,F,13.8,4.0,13.7,59.8,44.8
Mionectes oleagineus,M,12.7,4.5,13.5,63.5,47.2
Mionectes oleagineus,F,12.3,4.6,14.0,59.5,46.9
Mionectes oleagineus,U,12.6,4.1,13.5,66.0,50.3
Mionectes oleagineus,U,13.0,3.6,15.6,64.4,47.3
Mionectes oleagineus,U,12.6,4.2,15.2,62.6,47.3
Mionectes oleagineus,F,12.1,3.3,15.1,56.0,45.0
Mionectes oleagineus,U,13.0,3.7,12.7,62.0,51.0
Mionectes oleagineus,U,13.4,3.2,12.5,60.0,55.0
Mionectes oleagineus,M,11.5,3.5,14.5,56.0,46.0
Mionectes oleagineus,F,11.3,3.3,13.5,52.0,45.0
Mionectes oleagineus,M,11.7,3.2,15.1,54.0,41.0
Mionectes oleagineus,M,,3.5,14.5,65.0,48.0
Mionectes oleagineus,M,,3.3,15.2,62.0,52.0
Mionectes oleagineus,M,,3.1,14.4,57.0,49.0
Mionectes oleagineus,F,,3.6,13.1,59.0,45.0
Mionectes oleagineus,F,,3.3,15.8,58.0,48.0
Mionectes oleagineus,F,,3.1,14.5,57.0,48.0
Mionectes oleagineus,F,14.7,,17.8,61.0,50.0
Mionectes oleagineus,F,15.6,,16.6,59.0,51.0
Mionectes oleagineus,M,12.3,,16.8,61.0,53.0
Mionectes oleagineus,U,,3.8,16.7,70.0,63.0
Mionectes oleagineus,M,,3.7,16.1,66.0,53.0
Mionectes oleagineus,U,,3.8,17.3,67.0,52.0
Mionectes oleagineus,U,,3.5,16.1,66.0,53.0
Mionectes oleagineus,M,,3.5,16.3,58.0,42.0
Mionectes oleagineus,F,,3.6,16.3,66.0,52.0
Mionectes oleagineus,M,,3.6,16.6,61.0,48.0
Mionectes oleagineus,U,11.2,,19.0,60.0,
Mionectes oleagineus,U,12.1,,18.4,59.0,
Mionectes oleagineus,U,9.5,,12.8,56.0,
Mionectes oleagineus,U,11.0,,16.5,58.0,
Mionectes oleagineus,U,10.5,,15.9,61.0,
Mionectes oleagineus,U,10.4,,14.6,57.0,
Mionectes oleagineus,U,12.6,,17.8,57.0,
Mionectes oleagineus,U,11.5,,18.2,57.0,
Mionectes oleagineus,U,12.0,,18.2,60.0,
Mionectes oleagineus,U,11.2,,17.9,58.0,
Mionectes oleagineus,U,12.6,,16.6,64.0,
Mionectes oleagineus,U,9.7,,15.8,61.0,
Mionectes oleagineus,U,10.4,,,54.0,45.0
Mionectes oleagineus,U,10.2,,18.2,55.0,
Mionectes oleagineus,U,12.9,,16.7,54.0,44.0
Mionectes oleagineus,U,11.8,,16.1,56.0,44.0
Mionectes oleagineus,U,,,18.6,61.0,49.0
Mionectes oleagineus,U,12.6,,17.5,56.0,47.0
Mionectes oleagineus,U,12.1,,17.9,59.0,48.0
Mionectes oleagineus,U,13.0,,14.8,62.0,50.0
Mionectes oleagineus,U,10.5,,18.7,56.0,42.0
Mionectes oleagineus,U,9.4,,17.7,59.0,47.0
Mionectes oleagineus,U,9.2,,13.0,60.0,47.0
Mionectes oleagineus,U,10.8,,17.0,59.0,50.0
Mionectes oleagineus,U,9.5,,,57.0,48.0
Mionectes oleagineus,U,10.2,,17.3,59.0,45.0
Mionectes oleagineus,U,10.7,,18.5,58.0,49.0
Mionectes oleagineus,U,10.9,,17.6,63.0,50.0
Mionectes oleagineus,U,9.2,,15.7,60.0,49.0
Mionectes oleagineus,U,10.2,,17.5,68.0,
Mionectes oleagineus,U,12.5,,16.9,61.0,48.0
Mionectes oleagineus,U,10.5,,15.8,61.0,52.0
Mionectes oleagineus,U,10.3,,16.0,,49.0
Mionectes oleagineus,U,12.5,,18.5,59.0,48.0
Mionectes oleagineus,U,10.4,,18.2,62.0,54.0
Mionectes oleagineus,U,10.6,,17.3,63.0,
Mionectes oleagineus,U,10.5,,17.5,,49.0
Mionectes oleagineus,U,10.3,,16.9,,
Mionectes oleagineus,U,10.9,,19.5,63.0,48.0
Mionectes oleagineus,U,11.7,,17.3,60.0,56.0
Mionectes oleagineus,U,10.0,,18.1,61.0,46.0
Mionectes oleagineus,U,9.2,,,62.0,47.0
Mionectes oleagineus,U,12.5,,,61.0,47.0
Mionectes oleagineus,U,10.3,,15.4,61.0,50.0
Mionectes oleagineus,U,11.7,,14.8,61.0,50.0
Mionectes oleagineus,U,11.2,,14.9,58.0,47.0
Mionectes oleagineus,U,11.5,,14.0,55.0,41.0
Mionectes oleagineus,U,13.4,,13.7,54.0,43.0
Mionectes oleagineus,U,,,12.2,57.0,45.0
Mionectes oleagineus,U,10.9,,16.7,59.0,44.0
Mionectes oleagineus,U,12.3,,13.5,55.0,42.0
Mionectes oleagineus,U,12.1,,14.5,54.0,49.0
Mionectes oleagineus,U,12.6,,14.7,52.0,41.0
Mionectes oleagineus,U,11.3,,16.5,58.0,46.0
Mionectes oleagineus,U,10.2,,16.4,56.0,45.0
Mionectes oleagineus,U,10.6,,16.3,60.0,51.0
Mionectes oleagineus,U,11.6,,14.6,60.0,47.0
Mionectes oleagineus,U,10.9,,17.4,58.0,46.0
Mionectes oleagineus,U,11.8,,13.8,54.0,40.0
Mionectes oleagineus,U,10.6,,15.8,56.0,50.0
Mionectes oleagineus,U,10.9,,13.9,54.0,41.0
Mionectes oleagineus,U,13.0,3.6,17.1,62.0,52.0
Mionectes oleagineus,U,9.3,3.2,18.6,61.0,
Mionectes oleagineus,U,10.5,3.8,16.9,59.0,50.0
Mionectes oleagineus,U,13.2,3.4,18.8,59.0,54.0
Mionectes oleagineus,U,13.8,3.3,14.9,62.0,51.0
Mionectes oleagineus,U,12.0,3.3,14.6,60.0,57.0
Mionectes oleagineus,U,10.9,3.1,18.4,57.0,
Mionectes oleagineus,U,12.3,3.7,18.0,59.0,48.0
Mionectes oleagineus,U,10.5,3.7,18.6,59.0,42.0
Mionectes oleagineus,U,11.0,3.5,14.8,61.0,41.0
Mionectes oleagineus,U,11.3,3.6,14.2,59.0,44.0
Mionectes oleagineus,U,8.0,3.3,15.4,62.0,48.0
Mionectes oleagineus,U,9.3,3.2,17.1,63.0,50.0
Mionectes oleagineus,U,10.2,3.6,13.8,54.0,42.0
Mionectes oleagineus,U,9.9,3.0,13.8,59.0,48.0
Mionectes oleagineus,U,10.1,3.8,13.3,57.0,51.0
Mionectes oleagineus,U,8.5,3.5,14.5,60.0,60.0
Mionectes oleagineus,U,9.7,3.4,15.6,60.0,60.0
Mionectes oleagineus,U,10.3,3.2,16.5,62.0,54.0
Mionectes oleagineus,U,11.8,3.4,17.9,61.0,52.0
Mionectes oleagineus,U,10.4,3.3,17.7,59.0,48.0
Mionectes oleagineus,U,10.5,3.4,18.1,61.0,48.0
Mionectes oleagineus,U,15.0,,12.4,67.0,
Mionectes oleagineus,U,16.3,,,49.0,
Mionectes oleagineus,U,13.0,,19.1,61.0,
Mionectes oleagineus,U,11.3,,19.5,57.0,
Mionectes oleagineus,U,10.6,,,59.0,
Mionectes oleagineus,F,,3.4,14.8,56.5,43.0
Mionectes oleagineus,F,,3.3,14.4,57.0,39.0
Mionectes oleagineus,M,,2.8,14.4,61.5,45.0
Mionectes oleagineus,M,,3.2,14.9,63.5,45.0
Mionectes oleagineus,M,,2.8,16.0,64.0,44.0
Mionectes oleagineus,U,,3.0,18.0,63.0,
Mionectes oleagineus,U,,3.5,18.0,63.5,
Mionectes oleagineus,U,,3.5,19.0,54.0,
Mionectes oleagineus,U,,4.0,18.5,60.0,
Mionectes oleagineus,U,,3.5,18.0,66.0,51.0
Mionectes oleagineus,U,,3.8,19.3,69.0,53.0
Mionectes oleagineus,U,,3.5,19.0,67.0,
Mionectes oleagineus,U,,3.5,18.0,58.0,
Mionectes oleagineus,U,,3.5,18.0,61.0,43.0
Mionectes oleagineus,U,,3.5,18.0,65.0,52.0
Mionectes oleagineus,U,,3.5,18.9,63.0,48.0
Mionectes oleagineus,U,,3.5,19.5,63.5,48.0
Mionectes oleagineus,U,,3.5,18.3,63.0,49.0
Mionectes oleagineus,U,,3.5,12.7,60.0,
Mionectes oleagineus,U,,3.5,19.5,62.0,
Mionectes oleagineus,U,,3.3,18.5,64.0,
Mionectes oleagineus,U,,4.0,17.0,59.0,
Mionectes oleagineus,U,,3.5,18.0,63.0,
Mionectes oleagineus,U,,4.0,18.5,61.0,
Mionectes oleagineus,U,,3.5,18.0,62.0,
Mionectes oleagineus,U,,3.5,19.0,64.0,
Mionectes oleagineus,U,,3.0,18.0,63.0,
Mionectes oleagineus,U,,3.1,17.6,63.5,48.5
Mionectes oleagineus,U,,3.5,17.1,67.0,50.0
Mionectes oleagineus,U,,3.5,16.9,62.0,47.0
Mionectes oleagineus,U,11.4,3.3,14.1,53.0,44.0
Mionectes oleagineus,U,9.2,3.3,14.0,55.0,40.0
Mionectes oleagineus,U,11.6,3.2,14.9,56.0,43.0
Mionectes oleagineus,U,10.9,3.3,15.2,54.0,44.0
Mionectes oleagineus,U,12.5,3.1,14.9,55.0,47.0
Mionectes oleagineus,U,12.6,3.1,16.8,69.0,53.0
Mionectes oleagineus,U,12.7,3.0,15.0,63.0,54.0
Mionectes oleagineus,U,12.3,3.2,13.3,62.0,51.0
Mionectes oleagineus,U,13.0,3.1,16.1,59.0,48.0
Mionectes oleagineus,U,13.0,3.1,16.5,65.0,52.0
Mionectes oleagineus,M,13.2,3.2,16.3,67.0,47.0
Mionectes oleagineus,U,13.0,3.2,14.8,63.0,48.0
Mionectes oleagineus,U,13.9,3.3,17.7,67.0,54.0
Mionectes oleagineus,U,13.2,3.0,15.4,59.0,46.0
Mionectes oleagineus,U,12.9,3.3,15.2,66.0,54.0
Mionectes oleagineus,U,12.3,3.4,16.1,65.0,53.0
Mionectes oleagineus,U,13.0,3.0,14.5,61.0,50.0
Mionectes oleagineus,U,12.4,3.1,14.8,62.0,49.0
Mionectes oleagineus,U,,3.0,14.8,59.0,44.0
Mionectes oleagineus,U,,3.2,15.6,60.0,46.0
Mionectes oleagineus,U,,3.2,15.4,63.0,48.0
Mionectes oleagineus,U,13.4,3.0,13.9,60.0,48.0
Mionectes oleagineus,U,14.0,3.7,15.5,65.0,52.0
Mionectes oleagineus,U,12.8,2.7,14.8,59.0,49.0
Mionectes oleagineus,U,,3.0,15.0,60.0,41.0
Mionectes oleagineus,U,,3.2,14.4,57.0,43.0
Mionectes oleagineus,U,,3.0,15.3,57.0,45.0
Mionectes oleagineus,U,,2.8,15.5,62.0,45.0
Mionectes oleagineus,U,,2.8,14.9,59.0,46.0
Mionectes oleagineus,U,,3.2,15.0,56.0,41.0
Mionectes oleagineus,U,,3.4,14.4,60.0,47.0
Mionectes oleagineus,U,13.6,3.3,16.5,68.0,54.0
Mionectes oleagineus,U,16.2,,18.4,65.0,51.0
Zosterops chloris,M,14.4,3.4,19.0,58.0,39.0
Zosterops chloris,M,14.4,2.9,18.9,58.5,39.0
Zosterops chloris,M,,,,60.0,42.0
Zosterops chloris,M,14.6,,,55.0,39.0
Zosterops chloris,U,13.7,,,51.0,39.0
Zosterops chloris,M,13.4,,,,
Zosterops chloris,F,14.9,,,56.0,40.0
Zosterops chloris,M,14.8,,,55.0,39.0
Zosterops chloris,U,15.6,,,61.0,43.0
Zosterops chloris,M,13.2,,,59.0,43.0
Zosterops chloris,M,15.8,,,59.0,42.0
Zosterops chloris,U,13.5,,,59.0,41.0
Zosterops chloris,U,14.7,,,58.0,
Zosterops chloris,U,14.7,,,58.0,44.0
Zosterops chloris,U,14.7,,,59.0,38.0
Zosterops chloris,M,13.8,,,59.0,43.0
Zosterops chloris,U,12.2,,,56.5,42.0
Zosterops chloris,U,14.5,,,,40.0
Zosterops chloris,U,13.4,,,60.0,44.0
Zosterops chloris,M,15.2,,,59.0,42.0
Zosterops chloris,M,14.2,,,58.0,42.0
Zosterops chloris,U,12.7,,,59.0,41.0
Zosterops chloris,M,14.3,,,59.0,42.0
Zosterops chloris,M,15.4,,,59.0,42.0
Zosterops chloris,M,15.1,,,57.5,42.0
Zosterops chloris,F,13.3,,,59.0,40.0
Zosterops chloris,M,14.1,,,59.0,42.0
Zosterops chloris,U,13.0,,,60.0,43.0
Zosterops chloris,U,13.3,,,56.0,40.0
Zosterops chloris,U,12.5,,,58.0,41.0
Zosterops chloris,M,13.2,,,58.0,43.0
Zosterops chloris,U,13.1,,,59.0,43.0
Zosterops chloris,U,12.3,,,60.0,44.0
Zosterops chloris,F,12.0,,,57.0,41.0
Zosterops chloris,U,13.9,,,58.0,43.0
Zosterops chloris,U,12.3,,,59.0,41.0
Zosterops chloris,F,13.2,,,58.0,41.0
Zosterops chloris,M,12.2,,,59.0,42.0
Zosterops chloris,U,12.2,,,61.0,43.0
Zosterops chloris,F,13.4,,,57.0,
Zosterops chloris,M,14.8,3.2,16.9,58.0,42.5
Zosterops chloris,U,14.8,3.1,17.6,59.5,40.0
Zosterops chloris,U,15.2,3.1,17.6,58.5,41.0
Zosterops chloris,M,14.8,2.6,17.7,58.0,43.0
Zosterops chloris,U,15.2,3.2,18.4,58.0,40.0
Zosterops chloris,U,,,18.1,61.0,
Zosterops chloris,U,14.9,3.2,17.9,58.0,41.0
Zosterops chloris,M,15.7,3.0,18.4,58.0,42.0
Zosterops chloris,U,17.4,2.8,17.9,60.0,43.0
Zosterops chloris,F,15.0,3.4,16.8,59.0,42.0
Zosterops chloris,M,15.3,,17.9,58.0,42.0
Zosterops chloris,U,14.7,,17.1,59.5,39.0
Zosterops chloris,U,15.7,3.1,17.1,58.0,41.0
Zosterops chloris,U,14.7,2.8,17.4,57.0,40.0
Zosterops chloris,U,14.5,,17.8,57.0,40.0
Zosterops chloris,U,15.4,2.9,16.8,58.0,42.0
Zosterops chloris,M,16.3,2.7,17.3,58.0,42.0
Zosterops chloris,U,14.7,2.8,16.8,59.0,43.0
Zosterops chloris,U,15.5,3.0,17.6,57.0,
Zosterops chloris,U,15.0,3.0,18.2,59.0,
Zosterops chloris,M,14.7,2.8,17.3,59.0,41.0
Zosterops chloris,F,15.0,2.8,16.9,59.0,43.0
Zosterops chloris,U,14.8,2.6,16.8,61.0,
Zosterops chloris,U,17.5,2.9,18.0,59.0,
Zosterops chloris,U,15.0,2.9,16.8,57.0,
Zosterops chloris,U,15.5,,17.6,61.0,
Zosterops chloris,U,14.4,2.9,16.8,60.0,
Zosterops chloris,M,14.9,2.9,17.6,61.0,43.0
Zosterops chloris,M,16.4,2.9,18.1,59.0,40.0
Zosterops chloris,M,14.6,,17.5,59.0,42.0
Zosterops chloris,U,14.1,2.8,17.5,56.0,
Zosterops chloris,U,15.1,,17.7,59.0,
Zosterops chloris,U,15.0,,17.8,59.0,
Zosterops chloris,U,14.4,2.7,17.3,58.0,
Zosterops chloris,U,14.8,2.9,16.8,58.0,
Zosterops chloris,U,14.8,2.8,16.3,60.0,44.0
Zosterops chloris,M,14.9,,18.3,59.5,41.0
Zosterops chloris,U,14.9,2.8,16.2,60.0,43.5
Zosterops chloris,U,15.1,2.8,16.9,62.5,44.0
Zosterops chloris,U,15.9,2.8,17.6,60.0,
Zosterops chloris,M,15.0,3.0,17.0,59.0,42.0
Zosterops chloris,U,15.0,2.9,17.5,61.5,44.0
Zosterops chloris,M,14.6,2.8,17.3,59.5,42.0
Zosterops chloris,M,14.4,2.9,17.9,58.5,42.0
Zosterops chloris,M,14.0,3.1,17.9,,
Zosterops chloris,M,14.2,2.8,17.0,55.0,39.0
Zosterops chloris,U,13.8,2.7,16.7,54.0,39.0
Zosterops chloris,U,13.1,2.8,16.7,54.0,39.0
Zosterops chloris,F,13.8,2.7,17.1,54.0,
Zosterops chloris,U,15.6,,18.2,54.0,40.0
Zosterops chloris,U,13.9,,16.3,56.0,39.0
Zosterops chloris,U,13.2,,16.6,56.0,40.0
Zosterops chloris,U,13.8,,16.8,52.5,38.0
Zosterops chloris,U,13.9,,16.5,52.0,37.0
Zosterops chloris,U,14.4,,16.9,52.0,38.0
Zosterops chloris,U,14.2,,16.5,51.0,38.0
Zosterops chloris,M,15.0,,16.5,55.0,38.0
Zosterops chloris,U,13.7,,16.3,56.0,
Zosterops chloris,U,13.3,,16.7,53.0,39.0
Zosterops chloris,U,13.7,,16.0,51.0,36.0
Zosterops chloris,U,13.8,,16.8,55.0,37.0
Zosterops chloris,M,13.3,,16.8,56.0,40.0
Zosterops chloris,U,13.5,,16.6,55.0,40.0
Zosterops chloris,U,13.8,,16.9,57.0,40.0
Zosterops chloris,U,14.3,2.8,15.8,53.0,
Zosterops chloris,M,13.6,2.6,15.7,56.0,40.0
Zosterops chloris,F,12.9,2.7,16.6,51.5,37.0
Zosterops chloris,M,13.3,3.0,17.2,,
Zosterops chloris,M,13.7,2.9,16.7,,
Zosterops chloris,F,12.6,,15.4,53.0,36.0
Zosterops chloris,U,13.3,,16.2,54.0,39.0
Zosterops chloris,F,13.2,,16.0,52.5,37.0
Zosterops chloris,M,13.8,,16.3,56.5,39.0
Zosterops chloris,U,13.7,,16.2,53.0,38.0
Zosterops chloris,F,13.5,,16.4,53.0,37.0
Zosterops chloris,U,13.1,,16.4,54.0,39.0
Zosterops chloris,M,13.3,,17.1,55.0,39.0
Zosterops chloris,U,12.9,,16.5,55.0,39.0
Zosterops chloris,U,12.8,,16.2,54.0,40.0
Zosterops chloris,M,13.4,,16.8,54.0,39.0
Zosterops chloris,U,12.5,,15.7,55.0,40.0
Zosterops chloris,M,12.3,,16.7,57.0,39.0
Zosterops chloris,M,12.5,,15.6,56.5,40.0
Zosterops chloris,F,12.8,,16.5,55.0,38.0
Zosterops chloris,U,13.1,,16.0,53.0,38.0
Zosterops chloris,U,12.8,,16.5,55.0,40.0
Zosterops chloris,U,12.5,,16.6,54.0,37.0
Zosterops chloris,M,13.9,,15.8,55.0,38.0
Zosterops chloris,M,13.7,,15.0,56.0,39.0
Zosterops chloris,U,13.3,,17.0,54.0,38.0
Zosterops chloris,U,12.8,,16.7,52.0,38.0
Zosterops chloris,U,11.9,,16.2,53.5,40.0
Zosterops chloris,M,12.9,,15.9,56.0,38.0
Zosterops chloris,U,13.0,,17.2,55.0,39.0
Zosterops chloris,U,12.8,,15.8,54.0,39.0
Zosterops chloris,U,12.7,,15.6,54.0,38.0
Zosterops chloris,U,13.2,,15.7,56.0,39.0
Zosterops chloris,U,12.5,,17.1,52.0,37.5
Zosterops chloris,U,12.2,,17.2,54.0,38.0
Zosterops chloris,U,12.2,,16.1,53.0,38.0
Zosterops chloris,U,11.8,,15.8,53.0,38.0
Zosterops chloris,U,13.1,,17.1,55.0,38.0
Zosterops chloris,M,12.8,,15.5,55.5,38.5
Zosterops chloris,U,12.4,,16.2,54.0,38.0
Zosterops chloris,U,12.2,,16.3,54.5,37.0
Zosterops chloris,U,11.3,,15.4,55.0,40.0
Zosterops chloris,U,12.5,,16.8,54.0,38.0
Zosterops chloris,U,12.5,,17.2,54.0,39.0
Zosterops chloris,U,13.2,,16.3,55.0,39.0
Zosterops chloris,M,11.7,,16.3,54.0,38.0
Zosterops chloris,M,12.1,,16.3,56.0,38.0
Zosterops chloris,U,12.4,,16.0,53.0,37.0
Zosterops chloris,M,14.2,2.9,16.3,55.0,40.0
Zosterops chloris,U,13.5,2.7,15.9,54.5,39.0
Zosterops chloris,M,13.1,2.8,15.8,55.0,39.0
Zosterops chloris,M,13.7,2.8,16.9,56.0,42.0
Zosterops chloris,M,14.2,2.7,16.5,56.0,40.0
Zosterops chloris,M,13.7,,16.1,56.0,40.0
Zosterops chloris,U,13.6,,16.0,55.5,39.0
Zosterops chloris,M,13.8,,16.0,57.0,40.0
Zosterops chloris,U,13.0,,15.9,57.0,40.0
Zosterops chloris,M,12.6,2.6,17.5,54.0,40.5
Zosterops chloris,U,13.1,2.8,17.0,54.0,38.0
Zosterops chloris,M,13.1,3.1,17.0,55.0,
Zosterops chloris,F,13.7,2.8,17.1,54.0,38.0
Zosterops chloris,F,13.2,2.6,16.6,54.0,38.5
Zosterops chloris,U,12.4,3.1,16.2,56.0,39.0
Zosterops chloris,M,13.6,2.7,16.8,54.0,38.0
Zosterops chloris,M,14.2,2.9,16.5,54.0,39.0
Zosterops chloris,U,12.6,2.7,16.6,55.0,39.0
Zosterops chloris,M,11.7,2.9,16.3,52.0,37.0
Zosterops chloris,F,13.3,2.7,17.2,55.0,38.0
Zosterops chloris,U,11.8,2.0,15.7,56.0,38.0
Zosterops chloris,F,13.3,2.8,16.1,54.0,37.0
Zosterops chloris,M,13.4,3.0,17.8,53.5,37.0
Zosterops chloris,F,12.2,2.8,16.3,57.0,40.0
Zosterops chloris,F,14.2,2.8,16.8,55.5,39.0
Zosterops chloris,M,14.7,2.9,17.2,52.0,38.0
Zosterops chloris,F,14.2,2.9,16.9,56.5,40.0
Zosterops chloris,M,14.0,3.0,17.6,55.0,39.0
Zosterops chloris,F,13.6,2.8,16.9,57.0,39.5
Zosterops chloris,F,13.5,2.8,16.7,57.0,40.0
Zosterops chloris,M,13.2,2.7,16.9,54.0,38.0
Zosterops chloris,F,14.7,2.7,17.3,57.0,38.5
Zosterops chloris,M,13.8,2.7,16.9,55.0,38.0
Zosterops chloris,F,14.3,2.7,17.2,56.5,40.0
Zosterops chloris,M,13.6,2.8,17.2,54.0,39.0
Zosterops chloris,F,12.9,2.8,17.4,57.0,40.0
Zosterops chloris,U,12.6,2.7,16.9,54.0,
Zosterops chloris,M,13.0,2.9,17.7,53.5,39.5
Zosterops chloris,U,13.9,2.8,17.4,55.0,41.0
Zosterops chloris,U,14.1,2.8,17.1,55.0,38.0
Zosterops chloris,M,14.1,2.9,16.6,55.0,38.0
Zosterops chloris,U,11.5,2.7,16.4,54.0,
Zosterops chloris,M,13.4,2.7,16.7,52.0,41.0
Zosterops chloris,F,14.2,2.7,17.2,57.5,40.0
Zosterops chloris,M,13.7,2.7,16.3,53.0,41.0
Zosterops chloris,M,13.6,2.7,16.0,54.0,39.0
Zosterops chloris,F,14.0,2.8,17.0,55.5,39.0
Zosterops chloris,M,13.5,2.8,16.2,55.0,40.0
Zosterops chloris,F,13.7,2.7,17.0,59.5,43.0
Zosterops chloris,M,14.1,2.8,16.7,55.0,40.0
Zosterops chloris,F,13.2,2.8,16.0,56.0,40.0
Zosterops chloris,M,13.7,3.0,17.1,55.0,40.0
Zosterops chloris,U,13.8,2.8,17.0,55.0,
Zosterops chloris,U,,,,54.0,
Zosterops chloris,U,,,,53.0,
Zosterops chloris,U,,,,51.0,37.0
Zosterops chloris,U,,,,54.0,
Zosterops chloris,U,,,,53.0,
Zosterops chloris,U,,,,52.0,
Zosterops chloris,U,,,,53.0,38.0
Zosterops chloris,U,,,,56.0,41.0
Zosterops chloris,U,,,,54.0,
Zosterops chloris,U,,,,57.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,57.0,
Zosterops chloris,U,,,,54.0,
Zosterops chloris,U,,,,58.0,
Zosterops chloris,U,,,,57.0,
Zosterops chloris,U,,,,55.0,
Zosterops chloris,U,,,,55.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,54.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,55.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,55.0,
Zosterops chloris,F,13.5,2.6,17.2,56.0,39.0
Zosterops chloris,M,13.3,2.8,16.9,56.0,40.0
Zosterops chloris,F,13.3,2.7,16.4,56.5,40.0
Zosterops chloris,M,13.1,2.7,17.5,55.0,40.0
Zosterops chloris,F,13.4,2.7,17.2,54.0,37.5
Zosterops chloris,F,14.9,2.9,17.3,58.0,40.0
Zosterops chloris,M,14.0,2.8,15.7,56.0,40.5
Zosterops chloris,M,14.0,2.8,16.7,54.5,38.0
Zosterops chloris,U,,,,56.5,40.0
Zosterops chloris,U,,,,55.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,56.0,
Zosterops chloris,U,,,,55.0,
Zosterops chloris,M,14.2,3.0,17.0,55.0,39.0
Zosterops chloris,F,13.6,2.9,17.0,56.5,41.0
Zosterops chloris,U,13.2,2.8,16.9,54.0,
Zosterops chloris,F,14.0,2.8,17.2,56.0,40.0
Zosterops chloris,M,12.9,2.8,17.0,57.0,40.0
Zosterops chloris,F,12.5,2.7,15.2,54.0,37.0
Zosterops chloris,M,13.6,2.7,17.4,53.5,39.0
Zosterops chloris,F,13.7,2.9,17.0,54.0,38.0
Zosterops chloris,U,14.2,2.8,16.4,53.0,37.0
